psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
     	match	match	   	count	bases	count	bases	      	name     	size	start	end	name     	size	start	end	count
---------------------------------------------------------------------------------------------------------------------------------------------------------------
74	0	0	0	0	0	0	0	+	NC_000932.1	164478	152263	152337	trnI_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_344_ENDKEY	74	0	74	1	74,	152263,	0,
74	0	0	0	0	0	0	0	+	NC_000932.1	164478	152263	152337	trnI_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_245_ENDKEY	74	0	74	1	74,	152263,	0,
81	0	0	0	0	0	0	0	+	NC_000932.1	164478	144292	144373	trnL_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_339_ENDKEY	81	0	81	1	81,	144292,	0,
81	0	0	0	0	0	0	0	+	NC_000932.1	164478	144292	144373	trnL_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_250_ENDKEY	81	0	81	1	81,	144292,	0,
72	0	0	0	0	0	0	0	+	NC_000932.1	164478	129564	129636	trnN_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_315_ENDKEY	72	0	72	1	72,	129564,	0,
72	0	0	0	0	0	0	0	+	NC_000932.1	164478	129564	129636	trnN_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_272_ENDKEY	72	0	72	1	72,	129564,	0,
80	0	0	0	0	0	0	0	+	NC_000932.1	164478	114269	114349	trnL_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_283_ENDKEY	80	0	80	1	80,	114269,	0,
74	0	0	0	0	0	0	0	+	NC_000932.1	164478	108301	108375	trnR_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_317_ENDKEY	74	0	74	1	74,	108301,	0,
74	0	0	0	0	0	0	0	+	NC_000932.1	164478	108301	108375	trnR_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_270_ENDKEY	74	0	74	1	74,	108301,	0,
121	0	0	0	0	0	0	0	+	NC_000932.1	164478	107948	108069	rrn5_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_rrna_ENDCMD_STARTKEY_319_ENDKEY	121	0	121	1	121,	107948,	0,
103	0	0	0	0	0	0	0	+	NC_000932.1	164478	107598	107701	rrn4.5_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_rrna_ENDCMD_STARTKEY_321_ENDKEY	103	0	103	1	103,	107598,	0,
103	0	0	0	0	0	0	0	+	NC_000932.1	164478	107598	107701	rrn4.5S_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_rrna_ENDCMD_STARTKEY_268_ENDKEY	103	0	103	1	103,	107598,	0,
72	0	0	0	1	729	0	0	+	NC_000932.1	164478	102800	103601	trnI_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_327_ENDKEY	72	0	72	2	37,35,	102800,103566,	0,37,
72	0	0	0	1	729	0	0	+	NC_000932.1	164478	102800	103601	trnI_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_262_ENDKEY	72	0	72	2	37,35,	102800,103566,	0,37,
73	0	0	0	1	801	0	0	+	NC_000932.1	164478	103664	104538	trnA_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_325_ENDKEY	73	0	73	2	38,35,	103664,104503,	0,38,
73	0	0	0	1	801	0	0	+	NC_000932.1	164478	103664	104538	trnA_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_264_ENDKEY	73	0	73	2	38,35,	103664,104503,	0,38,
2810	0	0	0	0	0	0	0	+	NC_000932.1	164478	104690	107500	rrn23_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_rrna_ENDCMD_STARTKEY_323_ENDKEY	2810	0	2810	1	2810,	104690,	0,
2810	0	0	0	0	0	0	0	+	NC_000932.1	164478	104690	107500	rrn23S_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_rrna_ENDCMD_STARTKEY_266_ENDKEY	2810	0	2810	1	2810,	104690,	0,
72	0	0	0	0	0	0	0	+	NC_000932.1	164478	100708	100780	trnV_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_331_ENDKEY	72	0	72	1	72,	100708,	0,
72	0	0	0	0	0	0	0	+	NC_000932.1	164478	100708	100780	trnV_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_258_ENDKEY	72	0	72	1	72,	100708,	0,
1491	0	0	0	0	0	0	0	+	NC_000932.1	164478	101011	102502	rrn16_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_rrna_ENDCMD_STARTKEY_329_ENDKEY	1491	0	1491	1	1491,	101011,	0,
1491	0	0	0	0	0	0	0	+	NC_000932.1	164478	101011	102502	rrn16S_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_rrna_ENDCMD_STARTKEY_260_ENDKEY	1491	0	1491	1	1491,	101011,	0,
73	0	0	0	0	0	0	0	+	NC_000932.1	164478	52055	52128	trnM_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_126_ENDKEY	73	0	73	1	73,	52055,	0,
73	0	0	0	0	0	0	0	+	NC_000932.1	164478	48174	48247	trnF_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_113_ENDKEY	73	0	73	1	73,	48174,	0,
87	0	0	0	0	0	0	0	+	NC_000932.1	164478	44826	44913	trnS_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_104_ENDKEY	87	0	87	1	87,	44826,	0,
85	0	0	0	1	512	0	0	+	NC_000932.1	164478	46893	47490	trnL_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_111_ENDKEY	85	0	85	2	35,50,	46893,47440,	0,35,
71	0	0	0	0	0	0	0	+	NC_000932.1	164478	36489	36560	trnG_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_84_ENDKEY	71	0	71	1	71,	36489,	0,
72	0	0	0	0	0	0	0	+	NC_000932.1	164478	31368	31440	trnT_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_71_ENDKEY	72	0	72	1	72,	31368,	0,
71	0	0	0	0	0	0	0	+	NC_000932.1	164478	27372	27443	trnC_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_57_ENDKEY	71	0	71	1	71,	27372,	0,
72	0	0	0	0	0	0	0	+	NC_000932.1	164478	164067	164139	trnR_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_31_ENDKEY	72	0	72	1	72,	164067,	0,
72	0	0	0	0	0	0	0	+	NC_000932.1	164478	9589	9661	trnR_STARTREF_NC_000932.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_31_ENDKEY	72	0	72	1	72,	9589,	0,
